 5 - 28;  3 - 27;  6 - 24;  1 - 34;  7 - 26;  4 - 27;  3 - 27;  9 - 21;  14 - 16;  2 - 28;  3 - 27;  0 - 30;  7 - 23;  13 - 18;  13 - 22;  2 - 33;  3 - 27;  13 - 21;  0 - 31;  7 - 25;  4 - 26;  7 - 28;  3 - 30;  0 - 31;  1 - 31;  0 - 34;  1 - 34;  7 - 26;  0 - 31;  1 - 32; 
 16 - 14;  17 - 13;  17 - 13;  24 - 9;  24 - 7;  20 - 11;  12 - 23;  16 - 18;  15 - 15;  10 - 21;  24 - 11;  17 - 15;  15 - 20;  21 - 14;  10 - 20;  9 - 21;  14 - 16;  22 - 8;  15 - 17;  15 - 15;  14 - 16;  17 - 18;  8 - 26;  15 - 20;  3 - 32;  6 - 24;  1 - 29;  6 - 27;  2 - 29;  0 - 30; 
 25 - 5;  26 - 7;  13 - 17;  13 - 17;  20 - 10;  25 - 9;  15 - 20;  18 - 12;  12 - 18;  23 - 11;  11 - 19;  17 - 16;  22 - 8;  16 - 19;  18 - 17;  7 - 23;  19 - 11;  15 - 15;  25 - 8;  9 - 21;  19 - 13;  12 - 20;  21 - 11;  1 - 29;  13 - 19;  16 - 14;  2 - 32;  1 - 30;  2 - 28;  6 - 28; 
 12 - 20;  27 - 6;  18 - 12;  14 - 18;  11 - 21;  20 - 10;  27 - 5;  16 - 14;  11 - 19;  6 - 24;  10 - 24;  10 - 20;  9 - 25;  5 - 25;  17 - 15;  6 - 28;  9 - 21;  23 - 7;  15 - 15;  7 - 23;  16 - 14;  20 - 10;  24 - 6;  14 - 16;  10 - 21;  8 - 22;  9 - 21;  1 - 33;  7 - 23;  1 - 33; 
 9 - 21;  22 - 13;  20 - 14;  20 - 10;  16 - 15;  18 - 12;  20 - 10;  16 - 16;  27 - 4;  15 - 15;  11 - 19;  11 - 19;  15 - 15;  21 - 13;  16 - 14;  12 - 18;  17 - 13;  24 - 10;  19 - 14;  15 - 19;  18 - 12;  7 - 25;  20 - 14;  6 - 28;  12 - 20;  8 - 22;  1 - 34;  3 - 30;  7 - 23;  6 - 28; 
 19 - 12;  11 - 19;  14 - 17;  16 - 14;  12 - 22;  9 - 21;  13 - 17;  15 - 19;  10 - 25;  12 - 18;  25 - 9;  31 - 4;  11 - 21;  5 - 27;  11 - 19;  7 - 23;  9 - 26;  10 - 21;  16 - 14;  6 - 28;  24 - 6;  13 - 17;  2 - 31;  10 - 23;  15 - 15;  14 - 16;  2 - 32;  15 - 15;  9 - 26;  2 - 28; 
 20 - 13;  23 - 11;  19 - 11;  15 - 16;  20 - 10;  28 - 6;  11 - 19;  19 - 14;  10 - 24;  19 - 11;  19 - 15;  17 - 13;  16 - 14;  25 - 10;  19 - 13;  18 - 14;  17 - 13;  28 - 7;  20 - 11;  14 - 17;  18 - 12;  11 - 22;  1 - 29;  13 - 17;  25 - 5;  10 - 20;  12 - 18;  1 - 33;  2 - 30;  12 - 18; 
 16 - 19;  20 - 10;  27 - 4;  5 - 26;  20 - 13;  13 - 17;  15 - 20;  15 - 18;  8 - 25;  15 - 19;  13 - 17;  8 - 23;  21 - 9;  11 - 19;  14 - 16;  6 - 24;  19 - 11;  23 - 9;  13 - 17;  3 - 27;  14 - 16;  18 - 17;  20 - 11;  15 - 15;  2 - 28;  8 - 24;  8 - 22;  2 - 33;  5 - 25;  6 - 24; 
 20 - 10;  19 - 11;  17 - 13;  19 - 14;  14 - 17;  17 - 17;  5 - 26;  21 - 9;  17 - 19;  28 - 5;  8 - 22;  13 - 17;  22 - 8;  3 - 27;  8 - 22;  10 - 20;  24 - 8;  15 - 15;  21 - 13;  24 - 10;  6 - 24;  13 - 20;  17 - 16;  4 - 31;  10 - 20;  7 - 27;  0 - 35;  0 - 34;  7 - 23;  0 - 30; 
 17 - 13;  27 - 6;  20 - 13;  13 - 22;  15 - 15;  19 - 12;  19 - 16;  15 - 15;  18 - 15;  13 - 17;  21 - 13;  9 - 21;  18 - 12;  11 - 20;  18 - 14;  25 - 6;  17 - 15;  16 - 19;  12 - 19;  15 - 20;  7 - 23;  13 - 17;  9 - 21;  2 - 28;  24 - 6;  4 - 26;  13 - 17;  6 - 27;  27 - 7;  6 - 24; 
 11 - 20;  12 - 18;  7 - 24;  18 - 12;  21 - 14;  19 - 15;  15 - 15;  10 - 22;  16 - 14;  13 - 19;  20 - 10;  15 - 15;  13 - 20;  16 - 14;  16 - 14;  10 - 20;  5 - 25;  13 - 17;  25 - 9;  14 - 20;  26 - 9;  17 - 13;  9 - 24;  23 - 9;  11 - 19;  14 - 16;  10 - 25;  4 - 27;  1 - 29;  2 - 28; 
 16 - 17;  25 - 6;  18 - 12;  19 - 11;  13 - 21;  4 - 26;  16 - 14;  18 - 12;  16 - 14;  15 - 15;  26 - 7;  8 - 23;  14 - 16;  17 - 16;  22 - 11;  23 - 7;  27 - 3;  19 - 13;  15 - 18;  15 - 18;  10 - 21;  18 - 17;  7 - 23;  11 - 20;  17 - 16;  6 - 25;  2 - 28;  7 - 25;  8 - 22;  6 - 24; 
 2 - 28;  17 - 13;  19 - 11;  13 - 17;  23 - 11;  12 - 18;  12 - 18;  19 - 11;  20 - 10;  12 - 19;  26 - 6;  19 - 14;  13 - 19;  16 - 15;  7 - 24;  11 - 19;  22 - 11;  9 - 23;  22 - 13;  17 - 13;  13 - 17;  13 - 17;  14 - 16;  21 - 12;  3 - 27;  9 - 21;  9 - 21;  1 - 31;  1 - 33;  1 - 29; 
 16 - 16;  19 - 11;  20 - 15;  15 - 19;  17 - 15;  23 - 12;  9 - 21;  4 - 29;  21 - 10;  24 - 6;  12 - 18;  17 - 13;  11 - 19;  12 - 18;  22 - 12;  13 - 17;  10 - 20;  13 - 17;  21 - 13;  15 - 19;  22 - 11;  19 - 11;  10 - 20;  13 - 21;  8 - 25;  13 - 17;  1 - 32;  0 - 32;  8 - 23;  1 - 29; 
 15 - 17;  11 - 20;  5 - 25;  12 - 19;  9 - 21;  16 - 14;  25 - 10;  13 - 17;  9 - 26;  7 - 24;  31 - 3;  18 - 14;  10 - 22;  14 - 16;  21 - 9;  17 - 16;  6 - 25;  12 - 18;  6 - 24;  9 - 21;  15 - 15;  18 - 16;  12 - 18;  9 - 21;  14 - 16;  8 - 22;  8 - 25;  1 - 29;  0 - 30;  3 - 28; 
 11 - 19;  26 - 9;  15 - 15;  4 - 26;  14 - 16;  2 - 28;  24 - 10;  29 - 4;  7 - 26;  20 - 11;  10 - 20;  13 - 22;  7 - 24;  11 - 21;  19 - 11;  13 - 17;  8 - 22;  13 - 17;  9 - 26;  8 - 22;  6 - 24;  11 - 19;  3 - 27;  2 - 30;  0 - 30;  7 - 26;  0 - 30;  2 - 31;  0 - 30;  3 - 27; 
 17 - 13;  20 - 10;  21 - 10;  15 - 19;  2 - 28;  19 - 14;  12 - 18;  18 - 12;  25 - 9;  22 - 10;  2 - 32;  2 - 29;  10 - 21;  17 - 15;  15 - 15;  2 - 32;  13 - 17;  9 - 24;  15 - 15;  9 - 21;  7 - 23;  25 - 10;  18 - 13;  9 - 23;  17 - 15;  10 - 20;  2 - 31;  0 - 30;  0 - 35;  1 - 31; 
 10 - 20;  18 - 12;  18 - 12;  4 - 30;  18 - 16;  1 - 29;  5 - 28;  20 - 10;  21 - 13;  17 - 13;  11 - 19;  14 - 19;  17 - 13;  12 - 18;  21 - 9;  4 - 31;  18 - 16;  21 - 9;  18 - 12;  25 - 5;  2 - 28;  20 - 10;  9 - 25;  3 - 27;  16 - 14;  6 - 24;  4 - 31;  14 - 21;  2 - 29;  2 - 33; 
 12 - 23;  9 - 21;  15 - 15;  19 - 11;  15 - 15;  4 - 26;  8 - 27;  22 - 12;  6 - 24;  23 - 10;  10 - 20;  19 - 11;  10 - 20;  16 - 14;  19 - 11;  5 - 25;  11 - 19;  15 - 15;  10 - 22;  8 - 22;  8 - 26;  7 - 23;  18 - 12;  12 - 19;  12 - 23;  24 - 9;  2 - 28;  1 - 29;  13 - 18;  2 - 28; 
 18 - 17;  12 - 20;  15 - 15;  9 - 24;  22 - 11;  21 - 9;  16 - 17;  23 - 8;  17 - 18;  18 - 14;  7 - 23;  25 - 10;  23 - 7;  22 - 8;  5 - 30;  15 - 16;  9 - 25;  12 - 22;  15 - 15;  8 - 26;  6 - 24;  19 - 11;  10 - 20;  11 - 19;  7 - 23;  10 - 20;  1 - 29;  2 - 29;  1 - 33;  11 - 23; 
 21 - 14;  19 - 16;  9 - 21;  11 - 19;  18 - 13;  8 - 22;  15 - 15;  21 - 9;  18 - 12;  14 - 20;  16 - 14;  17 - 13;  12 - 19;  19 - 11;  21 - 13;  11 - 20;  17 - 17;  14 - 16;  22 - 8;  17 - 13;  21 - 14;  29 - 3;  11 - 23;  9 - 23;  11 - 23;  23 - 12;  8 - 23;  28 - 3;  2 - 29;  4 - 28; 
 10 - 24;  27 - 7;  15 - 20;  30 - 0;  16 - 18;  19 - 11;  17 - 14;  13 - 17;  21 - 9;  16 - 14;  12 - 22;  22 - 8;  15 - 18;  17 - 16;  17 - 13;  4 - 26;  23 - 7;  17 - 17;  5 - 25;  6 - 27;  18 - 15;  21 - 9;  10 - 20;  22 - 12;  8 - 24;  2 - 28;  13 - 22;  3 - 31;  14 - 16;  4 - 26; 
 1 - 34;  13 - 17;  3 - 28;  20 - 12;  21 - 9;  10 - 25;  13 - 17;  23 - 7;  22 - 11;  24 - 11;  16 - 14;  15 - 15;  18 - 16;  14 - 16;  10 - 20;  12 - 18;  10 - 22;  19 - 14;  16 - 14;  22 - 13;  30 - 4;  15 - 19;  4 - 26;  22 - 8;  12 - 18;  16 - 15;  3 - 30;  0 - 34;  0 - 31;  0 - 34; 
 16 - 16;  13 - 19;  11 - 19;  26 - 4;  9 - 21;  7 - 23;  4 - 26;  23 - 10;  24 - 7;  12 - 19;  24 - 6;  19 - 16;  18 - 12;  21 - 9;  15 - 19;  22 - 8;  25 - 10;  22 - 11;  23 - 13;  11 - 21;  20 - 10;  17 - 13;  21 - 9;  6 - 25;  3 - 30;  20 - 10;  3 - 27;  8 - 22;  0 - 30;  0 - 30; 
 21 - 9;  15 - 16;  11 - 19;  16 - 14;  9 - 22;  25 - 5;  13 - 17;  22 - 11;  13 - 17;  9 - 21;  8 - 22;  12 - 19;  23 - 7;  27 - 8;  22 - 8;  25 - 9;  17 - 13;  14 - 19;  15 - 15;  17 - 16;  22 - 8;  11 - 22;  19 - 11;  7 - 23;  5 - 25;  17 - 13;  1 - 29;  7 - 23;  0 - 33;  3 - 32; 
 22 - 8;  21 - 9;  10 - 22;  15 - 15;  12 - 20;  20 - 10;  16 - 17;  13 - 17;  12 - 18;  15 - 15;  8 - 22;  23 - 7;  17 - 13;  14 - 19;  23 - 7;  15 - 15;  26 - 4;  11 - 21;  17 - 15;  18 - 12;  12 - 18;  18 - 15;  8 - 23;  13 - 20;  7 - 24;  25 - 5;  11 - 24;  8 - 23;  0 - 35;  1 - 29; 
 20 - 14;  13 - 21;  12 - 18;  18 - 12;  4 - 26;  28 - 4;  30 - 1;  19 - 11;  27 - 8;  26 - 4;  13 - 17;  9 - 25;  11 - 19;  7 - 24;  16 - 14;  20 - 11;  16 - 19;  3 - 30;  8 - 25;  10 - 21;  14 - 16;  15 - 20;  19 - 11;  7 - 23;  17 - 18;  2 - 28;  6 - 24;  7 - 23;  8 - 22;  11 - 21; 
 5 - 25;  26 - 4;  11 - 19;  15 - 20;  6 - 24;  19 - 16;  17 - 18;  25 - 9;  30 - 3;  4 - 29;  22 - 8;  2 - 32;  12 - 18;  12 - 21;  7 - 23;  18 - 18;  8 - 22;  25 - 9;  2 - 29;  14 - 18;  7 - 26;  10 - 21;  0 - 30;  14 - 16;  12 - 19;  19 - 14;  1 - 29;  1 - 29;  3 - 29;  7 - 28; 
 8 - 22;  31 - 3;  18 - 12;  6 - 24;  14 - 19;  14 - 16;  4 - 26;  9 - 21;  6 - 24;  13 - 21;  17 - 14;  12 - 18;  16 - 16;  21 - 11;  6 - 24;  4 - 28;  20 - 11;  2 - 33;  22 - 8;  12 - 18;  6 - 24;  21 - 12;  2 - 28;  16 - 18;  13 - 17;  18 - 13;  11 - 19;  7 - 23;  2 - 32;  2 - 28; 
 12 - 18;  17 - 13;  17 - 17;  17 - 18;  20 - 15;  23 - 7;  19 - 11;  0 - 30;  13 - 17;  16 - 14;  21 - 9;  21 - 9;  19 - 11;  23 - 8;  12 - 18;  16 - 19;  15 - 15;  20 - 10;  18 - 15;  11 - 23;  16 - 18;  12 - 18;  9 - 21;  4 - 26;  23 - 7;  19 - 11;  8 - 22;  18 - 16;  1 - 34;  2 - 30; 
 24 - 9;  24 - 8;  14 - 16;  17 - 13;  20 - 10;  17 - 13;  13 - 17;  16 - 19;  13 - 17;  16 - 15;  12 - 18;  19 - 13;  21 - 14;  24 - 9;  21 - 14;  16 - 14;  16 - 17;  3 - 32;  13 - 17;  16 - 14;  16 - 14;  10 - 22;  16 - 14;  8 - 24;  12 - 18;  1 - 31;  2 - 33;  0 - 35;  2 - 28;  7 - 28; 
 15 - 15;  24 - 10;  6 - 27;  2 - 28;  9 - 21;  9 - 22;  9 - 21;  17 - 17;  16 - 14;  22 - 8;  18 - 16;  16 - 18;  11 - 19;  10 - 24;  26 - 4;  18 - 12;  21 - 9;  18 - 12;  13 - 17;  21 - 10;  25 - 5;  19 - 14;  0 - 30;  7 - 24;  24 - 11;  10 - 20;  2 - 32;  4 - 27;  2 - 28;  0 - 30; 
 22 - 8;  13 - 17;  22 - 8;  19 - 16;  17 - 13;  17 - 17;  13 - 19;  9 - 21;  16 - 19;  20 - 10;  20 - 10;  25 - 5;  27 - 8;  14 - 17;  22 - 8;  22 - 13;  13 - 17;  18 - 13;  10 - 20;  12 - 23;  24 - 9;  15 - 15;  20 - 10;  20 - 10;  20 - 10;  17 - 15;  8 - 22;  13 - 22;  6 - 24;  1 - 29; 
 10 - 20;  22 - 11;  24 - 6;  15 - 15;  9 - 21;  13 - 20;  1 - 32;  24 - 6;  22 - 10;  13 - 21;  18 - 12;  14 - 21;  9 - 22;  11 - 19;  17 - 13;  17 - 16;  21 - 9;  22 - 9;  11 - 19;  10 - 20;  16 - 14;  25 - 5;  2 - 28;  18 - 12;  2 - 31;  1 - 34;  5 - 28;  1 - 32;  3 - 27;  6 - 29; 
 24 - 11;  13 - 22;  6 - 27;  29 - 5;  19 - 16;  22 - 8;  17 - 14;  15 - 15;  20 - 10;  21 - 12;  12 - 18;  22 - 8;  17 - 13;  12 - 18;  7 - 26;  16 - 14;  27 - 5;  21 - 9;  10 - 25;  15 - 15;  21 - 9;  11 - 19;  30 - 4;  14 - 16;  18 - 12;  0 - 30;  12 - 18;  0 - 30;  3 - 27;  7 - 24; 
 12 - 23;  16 - 16;  24 - 6;  19 - 11;  17 - 13;  13 - 20;  14 - 16;  13 - 17;  18 - 12;  18 - 12;  30 - 5;  21 - 14;  8 - 22;  16 - 14;  9 - 26;  18 - 12;  17 - 16;  16 - 14;  26 - 4;  19 - 14;  12 - 18;  22 - 13;  16 - 14;  17 - 13;  1 - 30;  5 - 25;  7 - 23;  1 - 29;  7 - 28;  1 - 29; 
 19 - 15;  20 - 10;  23 - 7;  26 - 6;  10 - 22;  11 - 19;  17 - 18;  23 - 7;  10 - 20;  15 - 18;  15 - 15;  21 - 13;  5 - 27;  28 - 3;  8 - 25;  12 - 19;  18 - 13;  19 - 11;  19 - 12;  10 - 22;  7 - 23;  17 - 13;  13 - 21;  10 - 24;  12 - 22;  17 - 13;  13 - 18;  3 - 27;  6 - 27;  13 - 21; 
 26 - 9;  16 - 14;  3 - 28;  18 - 12;  29 - 4;  13 - 19;  12 - 20;  13 - 17;  19 - 15;  16 - 15;  10 - 20;  17 - 13;  12 - 22;  26 - 9;  16 - 14;  19 - 11;  8 - 24;  10 - 24;  22 - 9;  21 - 12;  12 - 19;  15 - 18;  10 - 21;  13 - 22;  5 - 25;  22 - 8;  2 - 29;  0 - 32;  3 - 27;  14 - 20; 
 13 - 22;  17 - 18;  24 - 8;  21 - 9;  21 - 10;  14 - 18;  19 - 16;  25 - 6;  8 - 27;  14 - 17;  22 - 12;  22 - 8;  14 - 16;  10 - 22;  13 - 17;  23 - 7;  10 - 20;  18 - 12;  16 - 14;  15 - 16;  18 - 15;  24 - 9;  4 - 26;  17 - 13;  0 - 34;  11 - 19;  8 - 26;  1 - 29;  0 - 32;  2 - 32; 
 7 - 28;  8 - 23;  16 - 19;  7 - 23;  13 - 20;  12 - 18;  2 - 30;  15 - 19;  29 - 6;  6 - 25;  19 - 15;  20 - 10;  20 - 10;  6 - 24;  9 - 21;  27 - 3;  21 - 9;  15 - 15;  24 - 6;  18 - 12;  9 - 23;  10 - 20;  9 - 26;  24 - 11;  9 - 23;  17 - 18;  1 - 32;  0 - 31;  12 - 21;  10 - 22; 
 17 - 17;  10 - 20;  12 - 18;  25 - 10;  20 - 14;  10 - 21;  14 - 16;  31 - 1;  15 - 16;  2 - 28;  20 - 10;  0 - 30;  9 - 24;  2 - 28;  15 - 18;  12 - 18;  19 - 15;  13 - 19;  4 - 26;  4 - 27;  10 - 22;  12 - 20;  1 - 30;  10 - 25;  0 - 32;  12 - 18;  9 - 23;  0 - 30;  5 - 28;  2 - 28; 
 15 - 15;  14 - 16;  23 - 12;  13 - 17;  19 - 16;  2 - 28;  8 - 23;  3 - 31;  12 - 18;  21 - 9;  6 - 28;  8 - 23;  19 - 11;  5 - 25;  1 - 33;  16 - 16;  17 - 14;  11 - 19;  13 - 19;  5 - 25;  13 - 17;  11 - 21;  20 - 13;  18 - 14;  21 - 12;  4 - 26;  3 - 27;  1 - 33;  0 - 31;  6 - 24; 
 10 - 24;  3 - 27;  10 - 20;  28 - 3;  12 - 18;  10 - 24;  17 - 16;  16 - 14;  9 - 25;  13 - 21;  23 - 7;  12 - 18;  27 - 5;  19 - 12;  18 - 12;  29 - 2;  12 - 18;  23 - 7;  13 - 17;  9 - 26;  19 - 14;  28 - 2;  10 - 20;  14 - 18;  6 - 24;  9 - 21;  1 - 30;  1 - 34;  0 - 32;  0 - 30; 
 28 - 7;  14 - 16;  30 - 4;  7 - 23;  25 - 10;  20 - 12;  18 - 12;  14 - 21;  16 - 16;  11 - 19;  10 - 23;  27 - 3;  21 - 13;  22 - 9;  8 - 22;  11 - 19;  11 - 23;  14 - 16;  18 - 12;  17 - 18;  2 - 29;  13 - 17;  8 - 23;  4 - 26;  8 - 26;  19 - 11;  8 - 25;  2 - 33;  4 - 26;  1 - 29; 
 13 - 17;  29 - 6;  30 - 5;  14 - 16;  18 - 16;  16 - 18;  11 - 19;  6 - 24;  25 - 6;  20 - 10;  17 - 16;  22 - 10;  14 - 21;  23 - 7;  19 - 13;  5 - 25;  12 - 18;  18 - 12;  8 - 26;  28 - 7;  11 - 21;  15 - 20;  17 - 16;  7 - 23;  17 - 13;  7 - 25;  7 - 23;  6 - 26;  0 - 34;  3 - 28; 
 18 - 12;  28 - 7;  11 - 19;  12 - 18;  21 - 14;  19 - 14;  13 - 18;  13 - 17;  7 - 23;  13 - 17;  20 - 14;  12 - 19;  24 - 8;  17 - 16;  11 - 19;  22 - 13;  27 - 3;  17 - 13;  9 - 22;  14 - 19;  17 - 13;  24 - 9;  11 - 19;  10 - 21;  14 - 16;  20 - 10;  4 - 31;  9 - 21;  0 - 30;  6 - 24; 
 12 - 20;  9 - 25;  19 - 11;  8 - 24;  20 - 14;  12 - 18;  26 - 9;  10 - 23;  20 - 14;  15 - 15;  15 - 15;  10 - 22;  24 - 6;  20 - 13;  10 - 21;  17 - 13;  24 - 6;  13 - 18;  26 - 4;  22 - 9;  22 - 11;  14 - 16;  10 - 20;  14 - 19;  5 - 25;  5 - 26;  1 - 30;  7 - 27;  0 - 30;  8 - 22; 
 9 - 21;  16 - 14;  13 - 17;  24 - 6;  24 - 10;  20 - 10;  17 - 13;  20 - 12;  18 - 12;  26 - 9;  19 - 13;  6 - 24;  14 - 16;  5 - 28;  8 - 25;  16 - 19;  21 - 9;  18 - 12;  11 - 19;  18 - 12;  13 - 17;  9 - 21;  7 - 24;  15 - 16;  30 - 4;  3 - 31;  1 - 29;  9 - 25;  2 - 28;  8 - 27; 
 6 - 26;  19 - 15;  25 - 10;  19 - 13;  11 - 21;  0 - 34;  9 - 24;  3 - 27;  6 - 24;  18 - 15;  8 - 24;  15 - 15;  23 - 7;  20 - 10;  2 - 33;  16 - 14;  17 - 13;  14 - 21;  3 - 28;  12 - 22;  25 - 5;  18 - 16;  15 - 17;  1 - 29;  21 - 9;  15 - 15;  4 - 26;  2 - 28;  0 - 32;  3 - 27; 
 9 - 25;  19 - 14;  24 - 6;  21 - 13;  16 - 14;  22 - 10;  20 - 13;  8 - 22;  17 - 13;  15 - 15;  20 - 10;  24 - 11;  25 - 10;  19 - 11;  17 - 16;  14 - 16;  13 - 17;  12 - 18;  11 - 19;  6 - 24;  16 - 17;  13 - 18;  8 - 27;  3 - 29;  4 - 31;  19 - 12;  25 - 5;  8 - 25;  3 - 27;  1 - 29; 
 6 - 27;  20 - 10;  13 - 17;  26 - 4;  24 - 6;  16 - 14;  1 - 32;  0 - 33;  12 - 23;  7 - 25;  7 - 27;  21 - 9;  16 - 19;  2 - 28;  1 - 29;  19 - 11;  16 - 14;  1 - 30;  15 - 16;  8 - 22;  10 - 20;  3 - 32;  1 - 30;  11 - 19;  1 - 31;  19 - 12;  3 - 29;  7 - 23;  8 - 22;  2 - 28; 
 13 - 17;  26 - 5;  13 - 21;  16 - 19;  15 - 17;  6 - 26;  14 - 16;  8 - 27;  6 - 27;  12 - 18;  12 - 19;  8 - 22;  0 - 30;  7 - 24;  19 - 12;  2 - 28;  25 - 9;  13 - 21;  13 - 18;  9 - 22;  14 - 16;  17 - 17;  6 - 24;  8 - 27;  15 - 15;  6 - 26;  0 - 30;  1 - 29;  1 - 29;  2 - 28; 
 22 - 8;  15 - 18;  3 - 27;  13 - 17;  21 - 14;  13 - 18;  18 - 15;  14 - 18;  9 - 25;  8 - 22;  13 - 17;  3 - 27;  22 - 9;  25 - 8;  19 - 13;  9 - 23;  17 - 14;  16 - 19;  7 - 23;  20 - 12;  19 - 11;  28 - 7;  7 - 23;  19 - 11;  3 - 27;  7 - 25;  0 - 30;  2 - 33;  14 - 19;  6 - 24; 
 6 - 24;  25 - 5;  18 - 16;  18 - 17;  21 - 9;  13 - 17;  15 - 15;  23 - 8;  30 - 0;  28 - 2;  19 - 11;  11 - 24;  21 - 9;  27 - 8;  28 - 3;  19 - 13;  15 - 15;  19 - 11;  11 - 20;  13 - 17;  22 - 8;  19 - 17;  17 - 13;  14 - 18;  19 - 13;  20 - 10;  1 - 34;  2 - 29;  0 - 30;  6 - 24; 
 22 - 9;  12 - 20;  18 - 17;  16 - 14;  22 - 8;  18 - 13;  12 - 20;  13 - 17;  10 - 20;  16 - 14;  12 - 22;  22 - 8;  13 - 17;  12 - 20;  16 - 19;  21 - 9;  13 - 17;  28 - 2;  6 - 24;  10 - 25;  16 - 15;  25 - 5;  20 - 10;  9 - 25;  23 - 7;  21 - 9;  10 - 20;  2 - 33;  2 - 28;  8 - 27; 
 22 - 13;  26 - 4;  4 - 27;  24 - 6;  17 - 13;  10 - 20;  20 - 11;  14 - 16;  6 - 25;  23 - 12;  20 - 13;  10 - 20;  5 - 25;  14 - 20;  15 - 15;  13 - 22;  23 - 12;  14 - 18;  19 - 12;  11 - 19;  17 - 13;  22 - 11;  19 - 11;  24 - 11;  8 - 22;  11 - 19;  8 - 25;  6 - 29;  0 - 31;  1 - 31; 
 16 - 15;  9 - 21;  15 - 19;  19 - 11;  16 - 14;  14 - 16;  18 - 12;  19 - 11;  6 - 25;  25 - 10;  6 - 24;  17 - 13;  20 - 10;  9 - 22;  10 - 21;  14 - 21;  23 - 7;  22 - 10;  11 - 21;  21 - 10;  25 - 5;  20 - 10;  7 - 23;  17 - 13;  20 - 13;  11 - 23;  8 - 27;  10 - 20;  0 - 31;  2 - 28; 
 13 - 17;  15 - 19;  20 - 13;  17 - 13;  14 - 16;  20 - 10;  20 - 12;  19 - 11;  16 - 19;  11 - 19;  18 - 12;  14 - 18;  22 - 13;  17 - 13;  13 - 17;  19 - 11;  19 - 12;  18 - 12;  29 - 5;  17 - 13;  10 - 24;  5 - 25;  31 - 4;  1 - 29;  14 - 16;  19 - 11;  11 - 24;  4 - 26;  7 - 27;  12 - 21; 
 8 - 22;  23 - 7;  12 - 18;  14 - 16;  14 - 16;  14 - 21;  18 - 12;  10 - 20;  18 - 12;  8 - 26;  20 - 14;  22 - 8;  18 - 12;  16 - 14;  20 - 11;  16 - 18;  8 - 23;  23 - 11;  18 - 17;  20 - 11;  15 - 15;  19 - 15;  14 - 19;  16 - 16;  11 - 19;  24 - 6;  1 - 34;  2 - 33;  2 - 30;  12 - 18; 
 7 - 27;  14 - 18;  5 - 25;  4 - 30;  32 - 3;  8 - 22;  15 - 20;  21 - 9;  21 - 10;  17 - 17;  25 - 5;  18 - 12;  20 - 12;  14 - 16;  23 - 7;  18 - 13;  19 - 11;  12 - 18;  12 - 18;  15 - 18;  13 - 22;  20 - 12;  21 - 9;  20 - 11;  3 - 27;  2 - 28;  2 - 28;  1 - 30;  14 - 20;  11 - 19; 
 11 - 19;  21 - 12;  30 - 4;  19 - 11;  13 - 21;  12 - 18;  10 - 20;  28 - 5;  17 - 13;  27 - 8;  17 - 13;  15 - 15;  5 - 25;  11 - 19;  23 - 7;  11 - 23;  15 - 17;  17 - 16;  6 - 24;  9 - 21;  12 - 18;  25 - 5;  16 - 18;  11 - 19;  10 - 20;  18 - 16;  1 - 29;  3 - 27;  1 - 32;  9 - 26; 
