 5 - 28;  3 - 27;  6 - 24;  1 - 34;  7 - 26;  4 - 27;  3 - 27;  9 - 21;  14 - 16;  2 - 28;  3 - 27;  0 - 30;  7 - 23;  13 - 18;  13 - 22;  2 - 33;  3 - 27;  13 - 21;  0 - 31;  7 - 25;  4 - 26;  7 - 28;  3 - 30;  0 - 31;  1 - 31;  0 - 34;  1 - 34;  7 - 26;  0 - 31;  1 - 32; 
 25 - 5;  9 - 26;  17 - 13;  14 - 16;  19 - 13;  19 - 11;  16 - 19;  21 - 11;  26 - 5;  16 - 14;  19 - 16;  21 - 12;  18 - 13;  12 - 18;  16 - 14;  23 - 7;  24 - 10;  12 - 18;  17 - 13;  25 - 5;  13 - 17;  7 - 23;  11 - 23;  27 - 8;  11 - 19;  16 - 17;  12 - 21;  3 - 27;  0 - 30;  10 - 21; 
 10 - 23;  21 - 9;  24 - 8;  13 - 17;  1 - 31;  23 - 8;  16 - 14;  12 - 23;  0 - 30;  0 - 32;  10 - 21;  0 - 30;  19 - 14;  22 - 9;  23 - 8;  9 - 21;  0 - 30;  1 - 29;  2 - 28;  24 - 11;  8 - 27;  26 - 4;  16 - 14;  15 - 18;  4 - 26;  8 - 25;  2 - 28;  9 - 23;  6 - 24;  10 - 23; 
 26 - 4;  27 - 3;  21 - 9;  5 - 27;  18 - 13;  15 - 15;  21 - 13;  16 - 14;  17 - 13;  12 - 18;  23 - 7;  14 - 16;  30 - 3;  12 - 23;  15 - 15;  13 - 17;  15 - 17;  9 - 21;  20 - 12;  19 - 11;  25 - 5;  15 - 18;  4 - 28;  12 - 18;  16 - 15;  14 - 18;  22 - 8;  9 - 23;  1 - 31;  1 - 34; 
 11 - 19;  12 - 19;  12 - 18;  15 - 15;  20 - 10;  28 - 5;  18 - 16;  13 - 17;  13 - 21;  10 - 25;  25 - 9;  29 - 4;  8 - 23;  14 - 18;  12 - 18;  22 - 11;  23 - 12;  20 - 10;  30 - 4;  7 - 23;  18 - 12;  27 - 8;  18 - 12;  26 - 5;  12 - 23;  9 - 25;  10 - 20;  6 - 24;  1 - 29;  6 - 26; 
 10 - 24;  9 - 22;  15 - 16;  20 - 14;  14 - 17;  15 - 19;  19 - 11;  8 - 22;  23 - 7;  22 - 11;  9 - 25;  21 - 9;  14 - 16;  7 - 23;  10 - 20;  9 - 22;  9 - 24;  3 - 27;  29 - 2;  11 - 19;  6 - 24;  19 - 11;  21 - 11;  18 - 16;  7 - 23;  14 - 16;  6 - 29;  12 - 23;  7 - 23;  15 - 15; 
 17 - 17;  22 - 11;  8 - 24;  0 - 33;  13 - 17;  5 - 29;  19 - 11;  8 - 24;  1 - 29;  24 - 6;  2 - 32;  7 - 23;  0 - 34;  16 - 14;  2 - 31;  0 - 30;  8 - 22;  3 - 27;  7 - 23;  0 - 31;  19 - 11;  2 - 28;  18 - 12;  2 - 31;  1 - 32;  9 - 21;  3 - 27;  2 - 31;  1 - 31;  2 - 28; 
 15 - 19;  14 - 16;  15 - 15;  27 - 6;  19 - 13;  2 - 29;  16 - 14;  9 - 23;  6 - 27;  18 - 14;  12 - 19;  24 - 10;  7 - 23;  21 - 11;  23 - 12;  15 - 15;  17 - 13;  17 - 13;  21 - 10;  0 - 31;  22 - 10;  31 - 1;  13 - 19;  3 - 28;  8 - 22;  9 - 21;  7 - 25;  3 - 27;  7 - 25;  4 - 31; 
 26 - 9;  13 - 17;  14 - 16;  20 - 14;  8 - 22;  9 - 26;  26 - 4;  18 - 14;  19 - 11;  19 - 11;  19 - 11;  14 - 16;  23 - 9;  17 - 13;  12 - 21;  24 - 10;  8 - 22;  21 - 12;  12 - 23;  19 - 12;  11 - 19;  12 - 18;  15 - 18;  23 - 9;  16 - 14;  17 - 14;  0 - 30;  15 - 17;  8 - 27;  2 - 28; 
 6 - 28;  19 - 13;  20 - 10;  12 - 18;  26 - 4;  23 - 7;  24 - 9;  12 - 18;  18 - 12;  23 - 10;  24 - 6;  22 - 12;  21 - 9;  10 - 21;  20 - 10;  20 - 10;  14 - 18;  12 - 20;  16 - 14;  18 - 12;  17 - 17;  19 - 11;  9 - 26;  8 - 22;  21 - 13;  14 - 16;  2 - 33;  11 - 24;  3 - 27;  7 - 26; 
 17 - 14;  13 - 17;  8 - 22;  12 - 23;  9 - 24;  13 - 17;  2 - 32;  1 - 29;  28 - 3;  2 - 31;  17 - 13;  12 - 18;  14 - 19;  1 - 30;  8 - 27;  8 - 26;  1 - 29;  8 - 22;  19 - 11;  3 - 29;  2 - 28;  6 - 29;  6 - 28;  11 - 19;  14 - 16;  7 - 24;  8 - 22;  1 - 32;  1 - 30;  7 - 26; 
 11 - 23;  23 - 12;  3 - 27;  14 - 18;  1 - 34;  12 - 20;  3 - 28;  26 - 9;  2 - 28;  6 - 26;  16 - 19;  4 - 29;  2 - 28;  3 - 27;  22 - 8;  8 - 22;  2 - 28;  12 - 18;  19 - 11;  13 - 18;  5 - 25;  18 - 13;  16 - 14;  2 - 28;  1 - 30;  7 - 23;  1 - 29;  1 - 30;  9 - 25;  3 - 27; 
 20 - 14;  22 - 8;  9 - 24;  14 - 18;  22 - 8;  8 - 22;  22 - 12;  3 - 32;  24 - 6;  13 - 17;  17 - 18;  18 - 16;  2 - 33;  22 - 10;  12 - 18;  28 - 3;  16 - 14;  6 - 24;  11 - 19;  8 - 22;  17 - 13;  10 - 23;  11 - 19;  16 - 14;  0 - 35;  12 - 20;  4 - 26;  1 - 29;  8 - 26;  3 - 32; 
 20 - 14;  12 - 19;  25 - 8;  14 - 21;  16 - 14;  23 - 7;  15 - 18;  21 - 11;  20 - 10;  25 - 5;  5 - 28;  23 - 7;  3 - 27;  8 - 22;  15 - 15;  5 - 25;  19 - 13;  12 - 18;  14 - 16;  8 - 22;  11 - 19;  22 - 8;  11 - 21;  8 - 24;  17 - 14;  14 - 18;  10 - 20;  0 - 30;  1 - 32;  8 - 22; 
 18 - 13;  22 - 10;  11 - 23;  11 - 19;  17 - 16;  18 - 14;  27 - 6;  12 - 18;  9 - 24;  16 - 17;  13 - 20;  21 - 9;  6 - 25;  20 - 10;  3 - 30;  22 - 10;  18 - 13;  17 - 15;  15 - 19;  8 - 22;  14 - 20;  20 - 10;  20 - 10;  10 - 20;  8 - 23;  13 - 17;  1 - 29;  2 - 28;  1 - 34;  0 - 30; 
 15 - 15;  18 - 12;  8 - 25;  18 - 12;  22 - 13;  15 - 15;  21 - 10;  16 - 18;  30 - 4;  16 - 15;  12 - 18;  16 - 17;  17 - 13;  14 - 17;  15 - 15;  15 - 16;  20 - 10;  18 - 12;  8 - 22;  20 - 10;  16 - 18;  13 - 17;  8 - 23;  21 - 11;  3 - 27;  11 - 24;  1 - 33;  3 - 30;  8 - 22;  0 - 34; 
 12 - 21;  16 - 16;  16 - 19;  11 - 21;  12 - 18;  8 - 22;  24 - 6;  9 - 22;  11 - 22;  16 - 14;  13 - 17;  17 - 13;  25 - 5;  18 - 15;  10 - 24;  8 - 27;  28 - 2;  12 - 18;  23 - 10;  12 - 23;  21 - 12;  17 - 17;  26 - 4;  1 - 29;  16 - 14;  2 - 28;  9 - 26;  9 - 21;  11 - 20;  14 - 20; 
 14 - 17;  10 - 23;  19 - 14;  4 - 26;  22 - 10;  8 - 22;  19 - 12;  16 - 19;  17 - 13;  20 - 14;  4 - 26;  22 - 10;  2 - 33;  2 - 29;  18 - 12;  14 - 20;  11 - 19;  5 - 25;  18 - 13;  3 - 28;  7 - 23;  0 - 30;  2 - 28;  0 - 30;  8 - 24;  17 - 13;  0 - 31;  2 - 33;  13 - 17;  0 - 33; 
 19 - 12;  10 - 23;  10 - 20;  1 - 33;  15 - 15;  12 - 18;  19 - 16;  15 - 20;  11 - 22;  8 - 24;  20 - 10;  22 - 8;  26 - 7;  21 - 9;  17 - 15;  11 - 22;  6 - 24;  10 - 20;  23 - 11;  17 - 13;  23 - 8;  12 - 22;  20 - 10;  22 - 8;  12 - 18;  20 - 13;  4 - 26;  7 - 23;  10 - 23;  0 - 33; 
 20 - 10;  8 - 24;  14 - 16;  12 - 18;  14 - 17;  25 - 9;  25 - 7;  17 - 15;  13 - 17;  21 - 10;  10 - 24;  15 - 15;  5 - 25;  15 - 20;  18 - 12;  16 - 14;  16 - 17;  16 - 14;  13 - 17;  15 - 15;  14 - 16;  17 - 13;  12 - 23;  9 - 22;  8 - 25;  17 - 13;  3 - 27;  12 - 22;  7 - 27;  2 - 28; 
 24 - 8;  14 - 16;  18 - 12;  21 - 9;  24 - 11;  23 - 8;  22 - 8;  16 - 14;  8 - 23;  16 - 14;  11 - 19;  13 - 17;  14 - 18;  18 - 12;  10 - 20;  15 - 15;  24 - 7;  15 - 15;  4 - 30;  25 - 6;  11 - 19;  17 - 13;  18 - 12;  13 - 17;  12 - 18;  25 - 10;  12 - 18;  1 - 29;  3 - 32;  9 - 21; 
 18 - 12;  7 - 28;  25 - 6;  19 - 16;  25 - 5;  16 - 17;  20 - 14;  22 - 8;  21 - 11;  13 - 17;  10 - 20;  14 - 16;  19 - 14;  16 - 14;  9 - 24;  21 - 12;  18 - 13;  26 - 8;  13 - 17;  20 - 11;  25 - 5;  20 - 10;  9 - 21;  14 - 16;  17 - 13;  23 - 10;  2 - 32;  7 - 23;  0 - 35;  2 - 28; 
 10 - 21;  19 - 13;  13 - 17;  13 - 22;  16 - 14;  10 - 23;  29 - 1;  13 - 17;  17 - 16;  3 - 27;  11 - 19;  21 - 11;  18 - 12;  18 - 12;  23 - 7;  19 - 16;  17 - 13;  20 - 10;  14 - 16;  18 - 15;  15 - 15;  15 - 16;  17 - 17;  15 - 15;  15 - 20;  12 - 21;  1 - 29;  4 - 26;  1 - 31;  5 - 25; 
 19 - 14;  4 - 27;  19 - 11;  22 - 11;  10 - 22;  14 - 17;  15 - 18;  17 - 18;  29 - 2;  18 - 12;  12 - 18;  10 - 20;  13 - 17;  23 - 12;  7 - 23;  21 - 9;  18 - 12;  10 - 20;  20 - 11;  21 - 14;  8 - 23;  11 - 23;  20 - 11;  9 - 23;  9 - 21;  18 - 12;  1 - 29;  1 - 30;  13 - 18;  3 - 27; 
 20 - 14;  12 - 18;  24 - 6;  17 - 14;  7 - 26;  14 - 17;  20 - 13;  16 - 14;  19 - 11;  16 - 14;  20 - 10;  19 - 11;  10 - 25;  17 - 13;  11 - 19;  15 - 15;  17 - 16;  12 - 18;  9 - 23;  13 - 19;  26 - 5;  26 - 7;  22 - 10;  23 - 11;  6 - 29;  17 - 14;  6 - 24;  1 - 29;  7 - 27;  2 - 29; 
 8 - 27;  20 - 12;  12 - 18;  22 - 10;  19 - 11;  16 - 17;  17 - 13;  9 - 21;  15 - 19;  15 - 15;  24 - 6;  31 - 3;  21 - 10;  15 - 18;  19 - 12;  20 - 10;  24 - 11;  17 - 16;  13 - 22;  11 - 19;  16 - 15;  26 - 8;  2 - 32;  8 - 22;  10 - 21;  17 - 13;  2 - 28;  1 - 29;  1 - 30;  2 - 28; 
 17 - 13;  25 - 5;  17 - 13;  3 - 32;  12 - 18;  24 - 6;  23 - 11;  25 - 5;  28 - 7;  11 - 19;  22 - 13;  22 - 8;  12 - 21;  22 - 11;  13 - 17;  10 - 20;  17 - 16;  28 - 2;  6 - 24;  16 - 14;  13 - 17;  14 - 18;  20 - 10;  18 - 12;  5 - 25;  23 - 7;  4 - 28;  3 - 27;  1 - 29;  4 - 26; 
 30 - 5;  29 - 5;  17 - 13;  18 - 17;  10 - 20;  13 - 17;  8 - 22;  19 - 11;  19 - 12;  23 - 7;  26 - 4;  13 - 17;  21 - 13;  20 - 10;  16 - 15;  8 - 22;  29 - 6;  27 - 6;  17 - 13;  20 - 10;  17 - 13;  15 - 16;  10 - 22;  6 - 24;  13 - 17;  18 - 12;  1 - 30;  1 - 29;  4 - 30;  3 - 27; 
 25 - 6;  12 - 18;  17 - 14;  11 - 22;  16 - 14;  15 - 19;  8 - 24;  34 - 1;  15 - 15;  22 - 9;  14 - 21;  15 - 15;  19 - 11;  15 - 18;  17 - 13;  15 - 15;  11 - 19;  21 - 12;  17 - 15;  12 - 23;  26 - 7;  14 - 16;  26 - 9;  1 - 32;  3 - 28;  23 - 7;  7 - 28;  1 - 29;  14 - 17;  2 - 28; 
 26 - 9;  10 - 23;  13 - 17;  21 - 13;  16 - 15;  28 - 2;  23 - 7;  11 - 21;  12 - 23;  10 - 21;  16 - 18;  24 - 7;  18 - 14;  11 - 21;  20 - 14;  16 - 14;  10 - 24;  14 - 21;  17 - 13;  20 - 13;  12 - 20;  6 - 28;  9 - 26;  12 - 22;  20 - 10;  9 - 22;  3 - 29;  4 - 26;  3 - 27;  1 - 29; 
 15 - 15;  15 - 15;  20 - 10;  24 - 8;  14 - 16;  7 - 24;  26 - 7;  19 - 13;  21 - 9;  5 - 25;  17 - 17;  10 - 21;  12 - 19;  25 - 6;  12 - 21;  26 - 4;  21 - 10;  14 - 16;  23 - 7;  18 - 15;  13 - 17;  10 - 20;  18 - 16;  12 - 18;  18 - 17;  5 - 25;  8 - 24;  1 - 33;  8 - 24;  7 - 23; 
 14 - 16;  6 - 24;  18 - 12;  20 - 10;  17 - 13;  13 - 17;  20 - 10;  6 - 24;  17 - 16;  25 - 9;  13 - 20;  25 - 8;  17 - 13;  18 - 12;  26 - 8;  12 - 19;  21 - 9;  0 - 30;  18 - 14;  21 - 14;  16 - 14;  15 - 15;  17 - 15;  19 - 11;  14 - 16;  15 - 18;  1 - 33;  1 - 30;  2 - 28;  0 - 32; 
 15 - 18;  17 - 13;  10 - 22;  10 - 25;  16 - 16;  14 - 16;  5 - 25;  13 - 17;  19 - 12;  20 - 10;  9 - 21;  26 - 4;  17 - 13;  19 - 11;  20 - 12;  12 - 19;  17 - 14;  22 - 9;  18 - 12;  19 - 11;  14 - 16;  20 - 15;  14 - 16;  0 - 35;  5 - 27;  4 - 29;  7 - 23;  10 - 20;  0 - 31;  1 - 29; 
 16 - 14;  21 - 11;  24 - 6;  18 - 13;  17 - 16;  22 - 8;  11 - 19;  19 - 11;  17 - 17;  14 - 20;  16 - 14;  15 - 17;  20 - 10;  22 - 8;  16 - 14;  12 - 18;  10 - 25;  12 - 18;  22 - 12;  21 - 10;  10 - 20;  13 - 18;  20 - 10;  23 - 8;  14 - 16;  15 - 15;  7 - 23;  2 - 28;  6 - 24;  5 - 25; 
 24 - 6;  12 - 18;  9 - 21;  17 - 17;  22 - 8;  18 - 16;  14 - 16;  12 - 18;  16 - 17;  15 - 15;  10 - 22;  16 - 14;  18 - 17;  16 - 14;  13 - 17;  8 - 26;  7 - 23;  6 - 24;  26 - 7;  10 - 25;  20 - 10;  6 - 25;  11 - 19;  17 - 13;  8 - 25;  17 - 17;  10 - 20;  1 - 29;  2 - 28;  1 - 34; 
 20 - 10;  15 - 15;  20 - 10;  18 - 12;  6 - 24;  26 - 5;  12 - 18;  11 - 19;  20 - 12;  17 - 13;  13 - 18;  18 - 14;  14 - 16;  12 - 20;  20 - 14;  25 - 9;  17 - 16;  19 - 15;  9 - 26;  20 - 10;  19 - 11;  12 - 18;  9 - 23;  8 - 26;  24 - 6;  8 - 22;  8 - 22;  6 - 27;  9 - 24;  6 - 28; 
 12 - 18;  12 - 18;  5 - 25;  2 - 29;  14 - 18;  14 - 16;  5 - 26;  16 - 16;  18 - 15;  21 - 12;  10 - 22;  12 - 18;  11 - 20;  16 - 17;  18 - 12;  29 - 6;  20 - 10;  13 - 17;  30 - 3;  10 - 20;  27 - 8;  26 - 4;  13 - 17;  9 - 21;  9 - 21;  15 - 18;  3 - 27;  8 - 22;  0 - 30;  4 - 27; 
 15 - 16;  25 - 5;  20 - 10;  22 - 11;  9 - 21;  17 - 14;  15 - 15;  20 - 10;  15 - 16;  26 - 4;  11 - 19;  21 - 10;  20 - 13;  14 - 16;  13 - 18;  11 - 24;  23 - 7;  17 - 14;  28 - 2;  21 - 9;  9 - 24;  9 - 22;  16 - 19;  21 - 9;  12 - 18;  23 - 7;  8 - 22;  6 - 24;  5 - 26;  0 - 30; 
 14 - 16;  1 - 29;  18 - 12;  13 - 17;  12 - 20;  15 - 19;  16 - 17;  18 - 13;  23 - 9;  12 - 18;  24 - 10;  9 - 24;  7 - 23;  12 - 18;  19 - 13;  19 - 11;  15 - 16;  12 - 19;  16 - 14;  5 - 25;  9 - 21;  22 - 11;  23 - 9;  4 - 26;  18 - 12;  10 - 20;  5 - 25;  8 - 22;  2 - 28;  3 - 27; 
 18 - 12;  7 - 23;  20 - 10;  12 - 18;  18 - 12;  23 - 7;  25 - 7;  10 - 23;  12 - 18;  19 - 12;  28 - 4;  15 - 15;  21 - 10;  12 - 19;  24 - 6;  13 - 21;  19 - 11;  21 - 14;  17 - 15;  15 - 15;  14 - 16;  18 - 12;  9 - 21;  14 - 16;  13 - 17;  13 - 21;  2 - 33;  20 - 13;  4 - 29;  2 - 31; 
 6 - 25;  25 - 8;  8 - 22;  13 - 17;  3 - 27;  24 - 6;  13 - 19;  16 - 14;  17 - 13;  13 - 17;  21 - 12;  12 - 23;  15 - 17;  8 - 24;  11 - 19;  16 - 14;  11 - 19;  19 - 11;  16 - 14;  13 - 17;  14 - 18;  21 - 10;  10 - 23;  7 - 23;  20 - 10;  22 - 11;  18 - 12;  2 - 28;  3 - 28;  0 - 34; 
 18 - 12;  27 - 8;  31 - 4;  15 - 16;  24 - 6;  19 - 12;  3 - 27;  19 - 11;  15 - 15;  14 - 17;  14 - 18;  3 - 27;  19 - 16;  12 - 18;  27 - 8;  15 - 15;  11 - 23;  24 - 8;  13 - 17;  11 - 24;  14 - 16;  10 - 25;  25 - 9;  15 - 16;  19 - 16;  16 - 14;  3 - 27;  1 - 29;  1 - 29;  2 - 33; 
 11 - 22;  11 - 19;  10 - 20;  20 - 15;  13 - 22;  21 - 12;  21 - 9;  18 - 16;  11 - 19;  24 - 10;  11 - 20;  28 - 6;  21 - 9;  15 - 20;  21 - 9;  15 - 15;  29 - 1;  15 - 17;  20 - 11;  12 - 18;  11 - 22;  26 - 8;  12 - 21;  8 - 22;  21 - 10;  15 - 15;  2 - 28;  2 - 33;  8 - 26;  8 - 24; 
 18 - 12;  7 - 28;  20 - 10;  21 - 10;  19 - 16;  29 - 1;  3 - 27;  19 - 11;  26 - 4;  3 - 30;  24 - 6;  23 - 7;  1 - 31;  11 - 19;  26 - 9;  0 - 30;  6 - 28;  16 - 14;  11 - 19;  2 - 28;  6 - 24;  18 - 14;  13 - 17;  8 - 22;  11 - 19;  21 - 14;  2 - 29;  4 - 26;  6 - 24;  1 - 29; 
 16 - 14;  23 - 10;  15 - 15;  18 - 12;  17 - 18;  14 - 18;  9 - 26;  19 - 16;  15 - 15;  28 - 2;  16 - 17;  20 - 15;  18 - 16;  16 - 14;  23 - 7;  14 - 16;  21 - 9;  17 - 13;  6 - 28;  16 - 18;  10 - 23;  17 - 18;  20 - 10;  14 - 18;  26 - 9;  23 - 11;  2 - 28;  2 - 28;  6 - 24;  1 - 29; 
 5 - 28;  14 - 16;  18 - 14;  12 - 18;  5 - 25;  12 - 18;  12 - 18;  13 - 19;  5 - 25;  17 - 18;  17 - 16;  14 - 20;  18 - 12;  12 - 18;  12 - 18;  8 - 22;  26 - 8;  10 - 24;  22 - 8;  17 - 13;  21 - 9;  16 - 15;  13 - 17;  20 - 14;  26 - 5;  10 - 24;  7 - 23;  2 - 32;  4 - 26;  6 - 25; 
 3 - 27;  5 - 25;  21 - 9;  8 - 22;  27 - 7;  17 - 13;  13 - 17;  17 - 15;  26 - 9;  19 - 11;  22 - 12;  19 - 11;  15 - 15;  19 - 14;  20 - 10;  11 - 21;  12 - 18;  12 - 18;  10 - 22;  20 - 12;  15 - 15;  20 - 10;  16 - 14;  11 - 19;  23 - 12;  19 - 11;  6 - 26;  2 - 28;  9 - 22;  0 - 30; 
 13 - 17;  22 - 9;  12 - 18;  12 - 18;  26 - 8;  18 - 16;  13 - 17;  21 - 11;  20 - 12;  17 - 14;  5 - 25;  12 - 22;  12 - 18;  14 - 18;  19 - 11;  16 - 14;  18 - 12;  6 - 24;  25 - 5;  13 - 17;  17 - 13;  18 - 15;  20 - 12;  11 - 19;  24 - 9;  27 - 7;  7 - 23;  9 - 23;  0 - 35;  3 - 27; 
 15 - 15;  4 - 27;  13 - 18;  22 - 8;  17 - 17;  12 - 21;  7 - 27;  4 - 29;  7 - 23;  0 - 30;  19 - 11;  11 - 19;  4 - 26;  1 - 29;  7 - 28;  15 - 15;  1 - 31;  12 - 18;  19 - 11;  1 - 31;  0 - 30;  5 - 25;  29 - 1;  11 - 22;  10 - 21;  13 - 18;  1 - 31;  0 - 30;  6 - 28;  9 - 21; 
 4 - 26;  25 - 9;  20 - 11;  0 - 30;  18 - 16;  14 - 17;  16 - 16;  9 - 21;  6 - 24;  12 - 20;  9 - 22;  15 - 20;  18 - 15;  26 - 9;  13 - 20;  8 - 22;  19 - 16;  6 - 27;  15 - 15;  21 - 9;  0 - 35;  6 - 24;  10 - 20;  0 - 30;  2 - 28;  0 - 30;  2 - 28;  2 - 30;  0 - 30;  2 - 32; 
 20 - 10;  17 - 15;  25 - 10;  15 - 15;  11 - 21;  16 - 14;  0 - 30;  27 - 3;  7 - 23;  13 - 19;  15 - 15;  21 - 12;  25 - 5;  1 - 29;  21 - 9;  19 - 16;  15 - 20;  22 - 8;  13 - 18;  18 - 15;  1 - 32;  13 - 22;  23 - 7;  14 - 16;  22 - 8;  10 - 20;  7 - 24;  6 - 24;  1 - 29;  0 - 30; 
 19 - 14;  30 - 5;  13 - 21;  17 - 13;  24 - 6;  18 - 15;  1 - 29;  16 - 14;  20 - 10;  14 - 16;  14 - 17;  25 - 5;  20 - 14;  8 - 22;  13 - 22;  25 - 5;  11 - 24;  14 - 16;  12 - 18;  14 - 18;  8 - 22;  23 - 7;  16 - 19;  14 - 20;  7 - 23;  12 - 18;  0 - 35;  2 - 28;  4 - 27;  1 - 34; 
 20 - 10;  11 - 19;  19 - 11;  20 - 10;  13 - 17;  8 - 25;  20 - 10;  18 - 12;  18 - 12;  30 - 5;  16 - 14;  16 - 14;  14 - 16;  17 - 13;  25 - 9;  28 - 4;  16 - 14;  15 - 15;  16 - 15;  17 - 13;  20 - 10;  22 - 11;  1 - 29;  15 - 15;  11 - 19;  15 - 17;  14 - 20;  2 - 28;  4 - 26;  0 - 30; 
 3 - 27;  10 - 20;  28 - 6;  14 - 16;  19 - 11;  12 - 18;  25 - 5;  25 - 10;  9 - 23;  7 - 28;  6 - 27;  12 - 18;  17 - 18;  11 - 19;  17 - 13;  11 - 19;  24 - 6;  17 - 13;  12 - 21;  17 - 18;  15 - 15;  18 - 12;  14 - 19;  15 - 15;  9 - 21;  16 - 14;  4 - 26;  0 - 32;  2 - 30;  24 - 7; 
 5 - 27;  19 - 13;  15 - 15;  5 - 25;  20 - 11;  18 - 13;  20 - 10;  25 - 5;  13 - 22;  24 - 8;  3 - 32;  9 - 21;  15 - 16;  6 - 24;  16 - 16;  14 - 16;  22 - 8;  13 - 17;  12 - 23;  9 - 21;  24 - 7;  17 - 16;  7 - 27;  13 - 17;  19 - 11;  1 - 29;  7 - 26;  2 - 28;  2 - 28;  7 - 23; 
 12 - 18;  10 - 20;  18 - 17;  23 - 7;  17 - 13;  18 - 15;  20 - 11;  31 - 4;  30 - 3;  10 - 24;  8 - 22;  20 - 11;  21 - 9;  10 - 23;  11 - 20;  25 - 5;  21 - 9;  21 - 13;  20 - 14;  16 - 14;  12 - 18;  12 - 23;  11 - 19;  19 - 14;  1 - 29;  19 - 16;  10 - 25;  12 - 18;  9 - 21;  0 - 31; 
 13 - 17;  5 - 25;  23 - 7;  27 - 5;  15 - 15;  19 - 11;  12 - 18;  16 - 19;  14 - 16;  17 - 18;  21 - 9;  19 - 11;  24 - 11;  9 - 23;  17 - 15;  17 - 13;  22 - 9;  15 - 20;  15 - 15;  18 - 12;  5 - 25;  7 - 23;  17 - 13;  17 - 18;  10 - 20;  19 - 11;  2 - 28;  0 - 33;  8 - 26;  7 - 23; 
 15 - 20;  17 - 13;  8 - 24;  9 - 21;  15 - 15;  11 - 19;  20 - 10;  6 - 24;  8 - 22;  29 - 4;  9 - 21;  21 - 9;  18 - 16;  28 - 4;  8 - 22;  18 - 12;  16 - 16;  13 - 21;  17 - 13;  17 - 13;  19 - 11;  25 - 9;  4 - 26;  8 - 22;  20 - 15;  13 - 18;  9 - 24;  1 - 29;  1 - 30;  3 - 29; 
 21 - 14;  19 - 11;  18 - 12;  20 - 10;  21 - 11;  10 - 24;  9 - 21;  21 - 14;  27 - 7;  16 - 16;  20 - 10;  9 - 21;  24 - 6;  11 - 19;  19 - 14;  15 - 16;  19 - 11;  18 - 12;  20 - 10;  22 - 8;  22 - 9;  21 - 12;  18 - 12;  28 - 6;  23 - 7;  15 - 15;  4 - 26;  7 - 27;  2 - 28;  9 - 26; 
 22 - 8;  24 - 6;  26 - 7;  13 - 20;  14 - 20;  17 - 13;  20 - 10;  24 - 7;  20 - 11;  19 - 11;  18 - 12;  17 - 13;  10 - 20;  19 - 14;  7 - 26;  23 - 11;  18 - 14;  10 - 20;  5 - 28;  21 - 13;  19 - 11;  22 - 8;  13 - 17;  24 - 6;  7 - 24;  24 - 6;  3 - 27;  6 - 24;  13 - 21;  7 - 23; 
 17 - 13;  9 - 22;  16 - 15;  16 - 14;  20 - 10;  19 - 14;  10 - 23;  23 - 7;  16 - 18;  5 - 25;  21 - 10;  26 - 5;  18 - 13;  19 - 11;  27 - 3;  9 - 21;  16 - 14;  19 - 11;  1 - 29;  19 - 11;  27 - 8;  10 - 20;  0 - 30;  20 - 11;  18 - 12;  14 - 16;  4 - 26;  7 - 23;  0 - 34;  7 - 23; 
